Subject,Gender,Year,Age,Cumulative,Candidates,Grades,Percent
Communication studies,Male,2010,All ages,Cumulative percentages,580,E and above,99.1
Communication studies,Male,2010,All ages,Non-cumulative percentages,580,A,12.7
Communication studies,Male,2010,All ages,Non-cumulative percentages,580,A*,7.1
Communication studies,Male,2010,All ages,Non-cumulative percentages,580,B,26.2
Communication studies,Male,2010,All ages,Non-cumulative percentages,580,C,28.5
Communication studies,Male,2010,All ages,Non-cumulative percentages,580,D,19.1
Communication studies,Male,2010,All ages,Non-cumulative percentages,580,E,5.5
Communication studies,Male,2011,All ages,Cumulative percentages,560,A and above,18.1
Communication studies,Male,2011,All ages,Cumulative percentages,560,A*,7
Communication studies,Male,2011,All ages,Cumulative percentages,560,B and above,45.9
Communication studies,Male,2011,All ages,Cumulative percentages,560,C and above,75.8
Communication studies,Male,2011,All ages,Cumulative percentages,560,D and above,92.7
Communication studies,Male,2011,All ages,Cumulative percentages,560,E and above,98.4
Communication studies,Male,2011,All ages,Non-cumulative percentages,560,A,11.1
Communication studies,Male,2011,All ages,Non-cumulative percentages,560,A*,7
Communication studies,Male,2011,All ages,Non-cumulative percentages,560,B,27.8
Communication studies,Male,2011,All ages,Non-cumulative percentages,560,C,29.9
Communication studies,Male,2011,All ages,Non-cumulative percentages,560,D,16.9
Communication studies,Male,2011,All ages,Non-cumulative percentages,560,E,5.7
Communication studies,Male,2012,All ages,Cumulative percentages,565,A and above,14.7
Communication studies,Male,2012,All ages,Cumulative percentages,565,A*,5.3
Communication studies,Male,2012,All ages,Cumulative percentages,565,B and above,45.6
Communication studies,Male,2012,All ages,Cumulative percentages,565,C and above,75.8
Communication studies,Male,2012,All ages,Cumulative percentages,565,D and above,95.4
Communication studies,Male,2012,All ages,Cumulative percentages,565,E and above,99.5
Communication studies,Male,2012,All ages,Non-cumulative percentages,565,A,9.4
Communication studies,Male,2012,All ages,Non-cumulative percentages,565,A*,5.3
Communication studies,Male,2012,All ages,Non-cumulative percentages,565,B,30.9
Communication studies,Male,2012,All ages,Non-cumulative percentages,565,C,30.2
Communication studies,Male,2012,All ages,Non-cumulative percentages,565,D,19.6
Communication studies,Male,2012,All ages,Non-cumulative percentages,565,E,4.1
Communication studies,Male,2013,All ages,Cumulative percentages,475,A and above,12
Communication studies,Male,2013,All ages,Cumulative percentages,475,A*,3.2
Communication studies,Male,2013,All ages,Cumulative percentages,475,B and above,41.1
Communication studies,Male,2013,All ages,Cumulative percentages,475,C and above,74.3
Communication studies,Male,2013,All ages,Cumulative percentages,475,D and above,94.1
Communication studies,Male,2013,All ages,Cumulative percentages,475,E and above,98.7
Communication studies,Male,2013,All ages,Non-cumulative percentages,475,A,8.8
Communication studies,Male,2013,All ages,Non-cumulative percentages,475,A*,3.2
Communication studies,Male,2013,All ages,Non-cumulative percentages,475,B,29.1
Communication studies,Male,2013,All ages,Non-cumulative percentages,475,C,33.2
Communication studies,Male,2013,All ages,Non-cumulative percentages,475,D,19.8
Communication studies,Male,2013,All ages,Non-cumulative percentages,475,E,4.6
Communication studies,Male,2014,All ages,Cumulative percentages,480,A and above,12.3
Communication studies,Male,2014,All ages,Cumulative percentages,480,A*,2.1
Communication studies,Male,2014,All ages,Cumulative percentages,480,B and above,40.1
Communication studies,Male,2014,All ages,Cumulative percentages,480,C and above,73.9
Communication studies,Male,2014,All ages,Cumulative percentages,480,D and above,94.4
Communication studies,Male,2014,All ages,Cumulative percentages,480,E and above,98.7
Communication studies,Male,2014,All ages,Non-cumulative percentages,480,A,10.2
Communication studies,Male,2014,All ages,Non-cumulative percentages,480,A*,2.1
Communication studies,Male,2014,All ages,Non-cumulative percentages,480,B,27.8
Communication studies,Male,2014,All ages,Non-cumulative percentages,480,C,33.8
Communication studies,Male,2014,All ages,Non-cumulative percentages,480,D,20.5
Communication studies,Male,2014,All ages,Non-cumulative percentages,480,E,4.3
Communication studies,Male,2015,All ages,Cumulative percentages,495,A and above,14.2
Communication studies,Male,2015,All ages,Cumulative percentages,495,A*,4.5
Communication studies,Male,2015,All ages,Cumulative percentages,495,B and above,43.3
Communication studies,Male,2015,All ages,Cumulative percentages,495,C and above,81
Communication studies,Male,2015,All ages,Cumulative percentages,495,D and above,97.2
Communication studies,Male,2015,All ages,Cumulative percentages,495,E and above,99.4
Communication studies,Male,2015,All ages,Non-cumulative percentages,495,A,9.7
Communication studies,Male,2015,All ages,Non-cumulative percentages,495,A*,4.5
Communication studies,Male,2015,All ages,Non-cumulative percentages,495,B,29.1
Communication studies,Male,2015,All ages,Non-cumulative percentages,495,C,37.7
Communication studies,Male,2015,All ages,Non-cumulative percentages,495,D,16.2
Communication studies,Male,2015,All ages,Non-cumulative percentages,495,E,2.2
Communication studies,Male,2016,All ages,Cumulative percentages,485,A and above,10.3
Communication studies,Male,2016,All ages,Cumulative percentages,485,A*,2.3
Communication studies,Male,2016,All ages,Cumulative percentages,485,B and above,36.1
Communication studies,Male,2016,All ages,Cumulative percentages,485,C and above,74.7
Communication studies,Male,2016,All ages,Cumulative percentages,485,D and above,96.3
Communication studies,Male,2016,All ages,Cumulative percentages,485,E and above,98.4
Communication studies,Male,2016,All ages,Non-cumulative percentages,485,A,8
Communication studies,Male,2016,All ages,Non-cumulative percentages,485,A*,2.3
Communication studies,Male,2016,All ages,Non-cumulative percentages,485,B,25.8
Communication studies,Male,2016,All ages,Non-cumulative percentages,485,C,38.6
Communication studies,Male,2016,All ages,Non-cumulative percentages,485,D,21.6
Communication studies,Male,2016,All ages,Non-cumulative percentages,485,E,2.1
Communication studies,Male,2017,Aged 18,Cumulative percentages,305,A and above,12.9
Communication studies,Male,2017,Aged 18,Cumulative percentages,305,A*,2.3
Communication studies,Male,2017,Aged 18,Cumulative percentages,305,B and above,39.3
Communication studies,Male,2017,Aged 18,Cumulative percentages,305,C and above,76.6
Communication studies,Male,2017,Aged 18,Cumulative percentages,305,D and above,95
Communication studies,Male,2017,Aged 18,Cumulative percentages,305,E and above,99.7
Communication studies,Male,2017,Aged 18,Non-cumulative percentages,305,A,10.6
Communication studies,Male,2017,Aged 18,Non-cumulative percentages,305,A*,2.3
Communication studies,Male,2017,Aged 18,Non-cumulative percentages,305,B,26.4
Communication studies,Male,2017,Aged 18,Non-cumulative percentages,305,C,37.3
Communication studies,Male,2017,Aged 18,Non-cumulative percentages,305,D,18.5
Communication studies,Male,2017,Aged 18,Non-cumulative percentages,305,E,4.6
Communication studies,Male,2017,All ages,Cumulative percentages,400,A and above,13.9
Communication studies,Male,2017,All ages,Cumulative percentages,400,A*,2.2
Communication studies,Male,2017,All ages,Cumulative percentages,400,B and above,42
Communication studies,Male,2017,All ages,Cumulative percentages,400,C and above,79.4
Communication studies,Male,2017,All ages,Cumulative percentages,400,D and above,95
Communication studies,Male,2017,All ages,Cumulative percentages,400,E and above,99.3
Communication studies,Male,2017,All ages,Non-cumulative percentages,400,A,11.7
Communication studies,Male,2017,All ages,Non-cumulative percentages,400,A*,2.2
Communication studies,Male,2017,All ages,Non-cumulative percentages,400,B,28.1
Communication studies,Male,2017,All ages,Non-cumulative percentages,400,C,37.3
Communication studies,Male,2017,All ages,Non-cumulative percentages,400,D,15.7
Communication studies,Male,2017,All ages,Non-cumulative percentages,400,E,4.2
Communication studies,Male,2018,Aged 18,Cumulative percentages,255,A and above,7.1
Communication studies,Male,2018,Aged 18,Cumulative percentages,255,A*,2
Communication studies,Male,2018,Aged 18,Cumulative percentages,255,B and above,40.6
Communication studies,Male,2018,Aged 18,Cumulative percentages,255,C and above,79.5
Communication studies,Male,2018,Aged 18,Cumulative percentages,255,D and above,94.1
Communication studies,Male,2018,Aged 18,Cumulative percentages,255,E and above,99.6
Communication studies,Male,2018,Aged 18,Non-cumulative percentages,255,A,5.1
Communication studies,Male,2018,Aged 18,Non-cumulative percentages,255,A*,2
Communication studies,Male,2018,Aged 18,Non-cumulative percentages,255,B,33.5
Communication studies,Male,2018,Aged 18,Non-cumulative percentages,255,C,39
Communication studies,Male,2018,Aged 18,Non-cumulative percentages,255,D,14.6
Communication studies,Male,2018,Aged 18,Non-cumulative percentages,255,E,5.5
Communication studies,Male,2018,All ages,Cumulative percentages,315,A and above,8.6
Communication studies,Male,2018,All ages,Cumulative percentages,315,A*,1.9
Communication studies,Male,2018,All ages,Cumulative percentages,315,B and above,41.4
Communication studies,Male,2018,All ages,Cumulative percentages,315,C and above,80.9
Communication studies,Male,2018,All ages,Cumulative percentages,315,D and above,94.3
Communication studies,Male,2018,All ages,Cumulative percentages,315,E and above,99.7
Communication studies,Male,2018,All ages,Non-cumulative percentages,315,A,6.7
Communication studies,Male,2018,All ages,Non-cumulative percentages,315,A*,1.9
Communication studies,Male,2018,All ages,Non-cumulative percentages,315,B,32.8
Communication studies,Male,2018,All ages,Non-cumulative percentages,315,C,39.5
Communication studies,Male,2018,All ages,Non-cumulative percentages,315,D,13.4
Communication studies,Male,2018,All ages,Non-cumulative percentages,315,E,5.4
Communication studies,Male,2019,Aged 18,Cumulative percentages,0,A and above,0
Communication studies,Male,2019,Aged 18,Cumulative percentages,0,A*,0
Communication studies,Male,2019,Aged 18,Cumulative percentages,0,B and above,0
Communication studies,Male,2019,Aged 18,Cumulative percentages,0,C and above,0
Communication studies,Male,2019,Aged 18,Cumulative percentages,0,D and above,0
Communication studies,Male,2019,Aged 18,Cumulative percentages,0,E and above,0
Communication studies,Male,2019,Aged 18,Non-cumulative percentages,0,A,0
Communication studies,Male,2019,Aged 18,Non-cumulative percentages,0,A*,0
Communication studies,Male,2019,Aged 18,Non-cumulative percentages,0,B,0
Communication studies,Male,2019,Aged 18,Non-cumulative percentages,0,C,0
Communication studies,Male,2019,Aged 18,Non-cumulative percentages,0,D,0
Communication studies,Male,2019,Aged 18,Non-cumulative percentages,0,E,0
Communication studies,Male,2019,All ages,Cumulative percentages,Fewer than 5 candidates,A and above,100
Communication studies,Male,2019,All ages,Cumulative percentages,Fewer than 5 candidates,A*,0
Communication studies,Male,2019,All ages,Cumulative percentages,Fewer than 5 candidates,B and above,100
Communication studies,Male,2019,All ages,Cumulative percentages,Fewer than 5 candidates,C and above,100
Communication studies,Male,2019,All ages,Cumulative percentages,Fewer than 5 candidates,D and above,100
Communication studies,Male,2019,All ages,Cumulative percentages,Fewer than 5 candidates,E and above,100
Communication studies,Male,2019,All ages,Non-cumulative percentages,Fewer than 5 candidates,A,100
Communication studies,Male,2019,All ages,Non-cumulative percentages,Fewer than 5 candidates,A*,0
Communication studies,Male,2019,All ages,Non-cumulative percentages,Fewer than 5 candidates,B,0
Communication studies,Male,2019,All ages,Non-cumulative percentages,Fewer than 5 candidates,C,0
Communication studies,Male,2019,All ages,Non-cumulative percentages,Fewer than 5 candidates,D,0
Communication studies,Male,2019,All ages,Non-cumulative percentages,Fewer than 5 candidates,E,0
Computing,All,2008,All ages,Cumulative percentages,4305,A and above,16.7
Computing,All,2008,All ages,Cumulative percentages,4305,B and above,36.2
Computing,All,2008,All ages,Cumulative percentages,4305,C and above,57.7
Computing,All,2008,All ages,Cumulative percentages,4305,D and above,79.6
Computing,All,2008,All ages,Cumulative percentages,4305,E and above,94.4
Computing,All,2008,All ages,Non-cumulative percentages,4305,A,16.7
Computing,All,2008,All ages,Non-cumulative percentages,4305,B,19.5
